SLIDE,WORD_INDEX,ZG3_VALUE,EZE4_VALUE,SAME
0x0c0000,5,0xd503233fd65f03c0,0xd503233fd65f03c0,YES
0x0c0000,6,0x140000022a1f03e0,0x140000022a1f03e0,YES
0x0c0000,7,0x17ffffe1d4210000,0x17ffffe1d4210000,YES
0x0c4000,0,0xc8dffd089125e288,0xc8dffd089125e288,YES
0x0c4000,1,0xa8c17bfd97ffff9e,0xa8c17bfd97ffff9e,YES
0x0c4000,2,0x2a0903e1aa0803e0,0x2a0903e1aa0803e0,YES
0x0c4000,3,0x2a1303e9912441ad,0x2a1303e9912441ad,YES
0x0c4000,4,0xd503249fd65f03c0,0xd503249fd65f03c0,YES
0x0c4000,5,0x9124418c8b0a012b,0x9124418c8b0a012b,YES
0x0c4000,6,0xd65f03c0d50323bf,0xd65f03c0d50323bf,YES
0x0c4000,7,0xa901ffff7100051f,0xa901ffff7100051f,YES
0x0c8000,0,0x9403c354aa1403e0,0x9403c354aa1403e0,YES
0x0c8000,1,0xb94022a5910022a2,0xb94022a5910022a2,YES
0x0c8000,2,0xd50323bfa8c37bfd,0xd50323bfa8c37bfd,YES
0x0c8000,3,0x9440ae10aa1803e0,0x9440ae10aa1803e0,YES
0x0c8000,4,0xb001234cf942f108,0xb001234cf942f108,YES
0x0c8000,5,0x54000bc8f11ffd5f,0x54000bc8f11ffd5f,YES
0x0c8000,6,0xf11ffd1ff8488ea8,0xf11ffd1ff8488ea8,YES
0x0c8000,7,0xaa0403f3d5384108,0xaa0403f3d5384108,YES
0x0cc000,0,0x71000eff17ffff10,0x71000eff17ffff10,YES
0x0cc000,1,0xb944226854000041,0xb944226854000041,YES
0x0cc000,2,0xf9404a68540000e1,0xf9404a68540000e1,YES
0x0cc000,3,0x1a8a312971004d3f,0x1a8a312971004d3f,YES
0x0cc000,4,0xd65f03c0d50323bf,0xd65f03c0d50323bf,YES
0x0cc000,5,0x51000d08b9442288,0x51000d08b9442288,YES
0x0cc000,6,0xda9f31089a8983e9,0xda9f31089a8983e9,YES
0x0cc000,7,0xb90007e09416d6a9,0xb90007e09416d6a9,YES
0x0d0000,0,0xb00114eab4000109,0xb00114eab4000109,YES
0x0d0000,1,0x3608008a1a880137,0x3608008a1a880137,YES
0x0d0000,2,0x9440ce90aa1403e0,0x9440ce90aa1403e0,YES
0x0d0000,3,0xb8bfc108d42aa240,0xb8bfc108d42aa240,YES
0x0d0000,4,0x9100a2881400000c,0x9100a2881400000c,YES
0x0d0000,5,0x1100050888dffea8,0x1100050888dffea8,YES
0x0d0000,6,0xaa1903e039563288,0xaa1903e039563288,YES
0x0d0000,7,0xa9484ff4f94033f7,0xa9484ff4f94033f7,YES
0x0d4000,0,0x37400198a900ffff,0x37400198a900ffff,YES
0x0d4000,1,0xa9427bfda9445ff8,0xa9427bfda9445ff8,YES
0x0d4000,2,0x9404af2c910003fd,0x9404af2c910003fd,YES
0x0d4000,3,0xd65f03c0d50323bf,0xd65f03c0d50323bf,YES
0x0d4000,4,0xc8dffe882a0003f3,0xc8dffe882a0003f3,YES
0x0d4000,5,0x7100091f88dffd08,0x7100091f88dffd08,YES
0x0d4000,6,0x54000080eb09011f,0x54000080eb09011f,YES
0x0d4000,7,0xd65f03c0d50323bf,0xd65f03c0d50323bf,YES
0x0d8000,0,0x9116800052800061,0x9116800052800061,YES
0x0d8000,1,0xd50323bfa8c17bfd,0xd50323bfa8c17bfd,YES
0x0d8000,2,0x35ffffab880bfd09,0x35ffffab880bfd09,YES
0x0d8000,3,0xb94ed551937e7d2e,0xb94ed551937e7d2e,YES
0x0d8000,4,0x340002609400003b,0x340002609400003b,YES
0x0d8000,5,0x6b0c011f1100058c,0x6b0c011f1100058c,YES
0x0d8000,6,0xd503233ff8bfc288,0xd503233ff8bfc288,YES
0x0d8000,7,0xb4000155c8dffd15,0xb4000155c8dffd15,YES
0x0dc000,0,0x910003fda9bf7bfd,0x910003fda9bf7bfd,YES
0x0dc000,1,0x97fc4c73aa1303e0,0x97fc4c73aa1303e0,YES
0x0dc000,2,0x910443fda9117bfd,0x910443fda9117bfd,YES
0x0dc000,3,0x540001416b0802bf,0x540001416b0802bf,YES
0x0dc000,4,0xd50323bfa8c27bfd,0xd50323bfa8c27bfd,YES
0x0dc000,5,0x91339821f000bda1,0x91303821f000bda1,NO
0x0dc000,6,0x9a880122f000bda1,0x9a880122f000bda1,YES
0x0dc000,7,0xb90007fff90007e8,0xb90007fff90007e8,YES
0x0e0000,0,0x54000341f240053f,0x54000341f240053f,YES
0x0e0000,1,0xa9be7bfdd503233f,0xa9be7bfdd503233f,YES
0x0e0000,2,0xaa1703e1913cd318,0xaa1703e1913cd318,YES
0x0e0000,3,0x928004a0d503233f,0x928004a0d503233f,YES
0x0e0000,4,0x928004a0d503233f,0x928004a0d503233f,YES
0x0e0000,5,0x928004a0d503233f,0x928004a0d503233f,YES
0x0e0000,6,0xf9000e60b13ffc1f,0xf9000e60b13ffc1f,YES
0x0e0000,7,0x7100053fb8690109,0x7100053fb8690109,YES
0x0e4000,0,0xd50323bfa8c17bfd,0xd50323bfa8c17bfd,YES
0x0e4000,1,0x394013e8350000a0,0x394013e8350000a0,YES
0x0e4000,2,0x340002a854fffcc0,0x340002a854fffcc0,YES
0x0e4000,3,0x8b080140f9400d29,0x8b080140f9400d29,YES
0x0e4000,4,0x140000072a1f03f4,0x140000072a1f03f4,YES
0x0e4000,5,0xd50323bfa8c37bfd,0xd50323bfa8c37bfd,YES
0x0e4000,6,0x9440f9f4aa0103f4,0x9440f9f4aa0103f4,YES
0x0e4000,7,0xb50001a8f9403268,0xb50001a8f9403268,YES
0x0e8000,0,0x54000041eb08015f,0x54000041eb08015f,YES
0x0e8000,1,0xeb09011fc8dffd09,0xeb09011fc8dffd09,YES
0x0e8000,2,0x9100431bd5384118,0x9100431bd5384118,YES
0x0e8000,3,0x94412dbcaa1403e0,0x94412dbcaa1403e0,YES
0x0e8000,4,0x121a054954000100,0x121a054954000100,YES
0x0e8000,5,0x9138bc21f9402260,0x91355c21f9402260,NO
0x0e8000,6,0x944109f4aa1403e0,0x944109f4aa1403e0,YES
0x0e8000,7,0x9402327797ff52a7,0x9402327797ff52a7,YES
0x0ec000,0,0xd0011435f0011436,0xd0011435f0011436,YES
0x0ec000,1,0x17fffff33607fe48,0x17fffff33607fe48,YES
0x0ec000,2,0x721f02ff52802908,0x721f02ff52802908,YES
0x0ec000,3,0x9b0922a8a900ff1f,0x9b0922a8a900ff1f,YES
0x0ec000,4,0x3630010839440268,0x3630010839440268,YES
0x0ec000,5,0x5281b801aa0003f3,0x5281b801aa0003f3,YES
0x0ec000,6,0xaa1403e1f9400260,0xaa1403e1f9400260,YES
0x0ec000,7,0xf000baa1b000be80,0xf000baa1b000be80,YES
0x0f0000,0,0xaa0103e0d503249f,0xaa0103e0d503249f,YES
0x0f0000,1,0xa913326ba9122a69,0xa913326ba9122a69,YES
0x0f0000,2,0xa94257f6a9434ff4,0xa94257f6a9434ff4,YES
0x0f0000,3,0xfa0d019fda9f318c,0xfa0d019fda9f318c,YES
0x0f0000,4,0xd0012469d503249f,0xd0012469d503249f,YES
0x0f0000,5,0xd101c3ffd503233f,0xd101c3ffd503233f,YES
0x0f0000,6,0xa9454ff4aa1303e0,0xa9454ff4aa1303e0,YES
0x0f0000,7,0xa94457f6a9454ff4,0xa94457f6a9454ff4,YES
0x0f4000,0,0x71000adf94416015,0x71000adf94416015,YES
0x0f4000,1,0xa9ba7bfdd503233f,0xa9ba7bfdd503233f,YES
0x0f4000,2,0x540001006b08029f,0x540001006b08029f,YES
0x0f4000,3,0x528000c1aa0003f3,0x528000c1aa0003f3,YES
0x0f4000,4,0x900115e9f9404268,0x900115e9f9404268,YES
0x0f4000,5,0x1280015414000002,0x1280015414000002,YES
0x0f4000,6,0xf9404ae0f943cf08,0xf9404ae0f943cf08,YES
0x0f4000,7,0x2a1f03e954fffe01,0x2a1f03e954fffe01,YES
0x0f8000,0,0xa906ffffa907ffff,0xa906ffffa907ffff,YES
0x0f8000,1,0x1280005435000058,0x1280005435000058,YES
0x0f8000,2,0xb9400be835000358,0xb9400be835000358,YES
0x0f8000,3,0xb9001be090011609,0xb9001be090011609,YES
0x0f8000,4,0xa903ffffa904ffff,0xa903ffffa904ffff,YES
0x0f8000,5,0x540006616b14001f,0x540006616b14001f,YES
0x0f8000,6,0x910043fda9017bfd,0x910043fda9017bfd,YES
0x0f8000,7,0x14000048128002b3,0x14000048128002b3,YES
0x0fc000,0,0xa9447bfd540000a1,0xa9447bfd540000a1,YES
0x0fc000,1,0x340000b7b5fffe76,0x340000b7b5fffe76,YES
0x0fc000,2,0xaa1403e0aa0003f3,0xaa1403e0aa0003f3,YES
0x0fc000,3,0x510006a8f9000358,0x510006a8f9000358,YES
0x0fc000,4,0x54ffff21eb16011f,0x54ffff21eb16011f,YES
0x0fc000,5,0x7100793f2a1f03e0,0x7100793f2a1f03e0,YES
0x0fc000,6,0x7100269fd65f03c0,0x7100269fd65f03c0,YES
0x0fc000,7,0xf8bfc328b8bfc328,0xf8bfc328b8bfc328,YES
0x100000,0,0xf940042817ffffed,0xf940042817ffffed,YES
0x100000,1,0xd538202bd50343df,0xd538202bd50343df,YES
0x100000,2,0x140000d6d51b4228,0x140000d6d51b4228,YES
0x100000,3,0x3940fae914000057,0x3940fae914000057,YES
0x100000,4,0x37c7fac8f9432908,0x37c7fac8f9432908,YES
0x100000,5,0xd50339bf540008a1,0xd50339bf540008a1,YES
0x100000,6,0xf903c6f32a1f03f4,0xf903c6f32a1f03f4,YES
0x100000,7,0x2a1603e012800016,0x2a1603e012800016,YES
0x104000,0,0xa9bf7bfdd503233f,0xa9bf7bfdd503233f,YES
0x104000,1,0xaa0303e4aa0403e5,0xaa0303e4aa0403e5,YES
0x104000,2,0x941b1767aa1f03e5,0x941b1767aa1f03e5,YES
0x104000,3,0xd10093a4910053e3,0xd10093a4910053e3,YES
0x104000,4,0xaa0303f8aa0403f6,0xaa0303f8aa0403f6,YES
0x104000,5,0xaa1703e097ffc3a7,0xaa1703e097ffc3a7,YES
0x104000,6,0xf9000fff340007d9,0xf9000fff340007d9,YES
0x104000,7,0x4b0803e8540001a8,0x4b0803e8540001a8,YES
0x108000,0,0xb900101fa9007c1f,0xb900101fa9007c1f,YES
0x108000,1,0x5280002c7100013f,0x5280002c7100013f,YES
0x108000,2,0xd538d088b0011369,0xd538d088b0011369,YES
0x108000,3,0x910083fda9027bfd,0x910083fda9027bfd,YES
0x108000,4,0x360004089ac82528,0x360004089ac82528,YES
0x108000,5,0x17ffff9c9441865d,0x17ffff9c9441865d,YES
0x108000,6,0x52800061b4000080,0x52800061b4000080,YES
0x108000,7,0xaa1403e097fffff3,0xaa1403e097fffff3,YES
0x10c000,0,0xd503249fd4210000,0xd503249fd4210000,YES
0x10c000,1,0xb5000268f94036c8,0xb5000268f94036c8,YES
0x10c000,2,0xaa1603e0aa0003f3,0xaa1603e0aa0003f3,YES
0x10c000,3,0x910041088b080d28,0x910041088b080d28,YES
0x10c000,4,0xb90012a811000508,0xb90012a811000508,YES
0x10c000,5,0xa900ffffa901ffff,0xa900ffffa901ffff,YES
0x10c000,6,0xeb00013fb4fffda9,0xeb00013fb4fffda9,YES
0x10c000,7,0xd5033fdfd518200c,0xd5033fdfd518200c,YES
0x110000,0,0xf8605908d0012574,0xf8605908d0012574,YES
0x110000,1,0xb90012e8f1000508,0xb90012e8f1000508,YES
0x110000,2,0xf1000508c8dffd08,0xf1000508c8dffd08,YES
0x110000,3,0xc8dfff98b9001368,0xc8dfff98b9001368,YES
0x110000,4,0xb90012e811000508,0xb90012e811000508,YES
0x110000,5,0xb4000199c8dffd19,0xb4000199c8dffd19,YES
0x110000,6,0x39406e6939406668,0x39406e6939406668,YES
0x110000,7,0x52800028b900367f,0x52800028b900367f,YES
0x114000,0,0x140000091400000a,0x140000091400000a,YES
0x114000,1,0xb900226aa940b7ec,0xb900226aa940b7ec,YES
0x114000,2,0x910203fda9087bfd,0x910203fda9087bfd,YES
0x114000,3,0x1b177c2852807d17,0x1b177c2852807d17,YES
0x114000,4,0x0b0a0108b8e8012a,0x0b0a0108b8e8012a,YES
0x114000,5,0x17ffffe8940236ca,0x17ffffe8940236ca,YES
0x114000,6,0xa9055ff8f90023f9,0xa9055ff8f90023f9,YES
0x114000,7,0xa9455ff8a94657f6,0xa9455ff8a94657f6,YES
0x118000,0,0xf940010c3728008b,0xf940010c3728008b,YES
0x118000,1,0xb86800084b0803e8,0xb86800084b0803e8,YES
0x118000,2,0xa8c17bfd128002a0,0xa8c17bfd128002a0,YES
0x118000,3,0x378006353737fda8,0x378006353737fda8,YES
0x118000,4,0xf903069891116289,0xf903069891116289,YES
0x118000,5,0xaa0003fa9400e028,0xaa0003fa9400e028,YES
0x118000,6,0x528020081400003b,0x528020081400003b,YES
0x118000,7,0xb9400768b40000bb,0xb9400768b40000bb,YES
0x11c000,0,0xd50323bfa8c57bfd,0xd50323bfa8c57bfd,YES
0x11c000,1,0xaa1303e2910042c1,0xaa1303e2910042c1,YES
0x11c000,2,0xaa1603e097fd457c,0xaa1603e097fd457c,YES
0x11c000,3,0x17ffffdf2a1f03e8,0x17ffffdf2a1f03e8,YES
0x11c000,4,0x340001d654001100,0x340001d654001100,YES
0x11c000,5,0x8b28c2b5121a66c8,0x8b28c2b5121a66c8,YES
0x11c000,6,0x910003fdf9000bf9,0x910003fdf9000bf9,YES
0x11c000,7,0x710102df120016d7,0x710102df120016d7,YES
0x120000,0,0xb8bfc12ab8bfc12a,0xb8bfc12ab8bfc12a,YES
0x120000,1,0xa9067ebfa9077ebf,0xa9067ebfa9077ebf,YES
0x120000,2,0xdac00d297100211f,0xdac00d297100211f,YES
0x120000,3,0xf2b5bcc9d2842f2c,0xf2b5bcc9d2842f2c,YES
0x120000,4,0x910003fda9bf7bfd,0x910003fda9bf7bfd,YES
0x120000,5,0xf940101a29462408,0xf940101a29462408,YES
0x120000,6,0x540001a27100411f,0x540001a27100411f,YES
0x120000,7,0x94191092b8580103,0x94191092b8580103,YES
0x124000,0,0x1400007411001108,0x1400007411001108,YES
0x124000,1,0xf9410c08d51d402b,0xf9410c08d51d402b,YES
0x124000,2,0xeb0b011faa0203f4,0xeb0b011faa0203f4,YES
0x124000,3,0xd10083a09280000c,0xd10083a09280000c,YES
0x124000,4,0xa900a3eaf9401529,0xa900a3eaf9401529,YES
0x124000,5,0xf90000a88b080128,0xf90000a88b080128,YES
0x124000,6,0x2a0203f4aa0503f3,0x2a0203f4aa0503f3,YES
0x124000,7,0x92490ecb927a0129,0x92490ecb927a0129,YES
0x128000,0,0xd5384108f829311f,0xd5384108f829311f,YES
0x128000,1,0xf9426e6891044260,0xf9426e6891044260,YES
0x128000,2,0xd538c008f9026268,0xd538c008f9026268,YES
0x128000,3,0xaa0003f3360002a8,0xaa0003f3360002a8,YES
0x128000,4,0xd503249ff9006409,0xd503249ff9006409,YES
0x128000,5,0xd503249ff900d808,0xd503249ff900d808,YES
0x128000,6,0xf9405409d503249f,0xf9405409d503249f,YES
0x128000,7,0xf940c808d503249f,0xf940c808d503249f,YES
0x12c000,0,0x14000004d503249f,0x14000004d503249f,YES
0x12c000,1,0x17fffff7f9000d7f,0x17fffff7f9000d7f,YES
0x12c000,2,0xea17011f9a883128,0xea17011f9a883128,YES
0x12c000,3,0x97ffc265aa1503e0,0x97ffc265aa1503e0,YES
0x12c000,4,0xa9434ff494421b3b,0xa9434ff494421b3b,YES
0x12c000,5,0x54000b227100091f,0x54000b227100091f,YES
0x12c000,6,0xeb09011ff85f83a9,0xeb09011ff85f83a9,YES
0x12c000,7,0x1400023054ffff61,0x1400023054ffff61,YES
0x130000,0,0xaa0a03ebf940010c,0xaa0a03ebf940010c,YES
0x130000,1,0x52800c0bd503201f,0x52800c0bd503201f,YES
0x130000,2,0xa9417bfda94357f6,0xa9417bfda94357f6,YES
0x130000,3,0x9a8c83ecb100116b,0x9a8c83ecb100116b,YES
0x130000,4,0xd538410835000780,0xd538410835000780,YES
0x130000,5,0xd5184609521b0909,0xd5184609521b0909,YES
0x130000,6,0xaa0803ecc8dffd08,0xaa0803ecc8dffd08,YES
0x130000,7,0xf940066835000880,0xf940066835000880,YES
0x134000,0,0xd538410817ffffc4,0xd538410817ffffc4,YES
0x134000,1,0xf9400260aa1f03f4,0xf9400260aa1f03f4,YES
0x134000,2,0xaa1603e1f9400260,0xaa1603e1f9400260,YES
0x134000,3,0xf94013f7a9417bfd,0xf94013f7a9417bfd,YES
0x134000,4,0x1a9f01087100013f,0x1a9f01087100013f,YES
0x134000,5,0x110006f797ffe198,0x110006f797ffe198,YES
0x134000,6,0xaa0803e1912ae084,0xaa0803e1912ae084,YES
0x134000,7,0x2a1f03e814000004,0x2a1f03e814000004,YES
0x138000,0,0xcb000108aa1503e2,0xcb000108aa1503e2,YES
0x138000,1,0xb9400274941c41e0,0xb9400274941c41e0,YES
0x138000,2,0xaa1303e152800400,0xaa1303e152800400,YES
0x138000,3,0x9117a04290000002,0x9117a04290000002,YES
0x138000,4,0xaa0003f3910003fd,0xaa0003f3910003fd,YES
0x138000,5,0x2a1f03e08b284321,0x2a1f03e08b284321,YES
0x138000,6,0x941c3ee3aa1303e2,0x941c3ee3aa1303e2,YES
0x138000,7,0xf9000bf5a9bd7bfd,0xf9000bf5a9bd7bfd,YES
0x13c000,0,0x2a0003f3910003fd,0x2a0003f3910003fd,YES
0x13c000,1,0x94424413d65f03c0,0x94424413d65f03c0,YES
0x13c000,2,0x9100056b2a1f03e0,0x9100056b2a1f03e0,YES
0x13c000,3,0xd51b422ad5033fdf,0xd51b422ad5033fdf,YES
0x13c000,4,0x14000002f943dd08,0x14000002f943dd08,YES
0x13c000,5,0x52800a6914000051,0x52800a6914000051,YES
0x13c000,6,0xa90657f6f9002bf7,0xa90657f6f9002bf7,YES
0x13c000,7,0x2a0203e2910003fd,0x2a0203e2910003fd,YES
0x140000,0,0x927101299272016b,0x927101299272016b,YES
0x140000,1,0x1400000c35fffd68,0x1400000c35fffd68,YES
0x140000,2,0xf829111f52a01009,0xf829111f52a01009,YES
0x140000,3,0xd503249f17ffffc8,0xd503249f17ffffc8,YES
0x140000,4,0x9125c12990011529,0x9125c12990011529,YES
0x140000,5,0x71007e7f9a890153,0x71007e7f9a890153,YES
0x140000,6,0xd53bee20d503249f,0xd53bee20d503249f,YES
0x140000,7,0x2a0103e8d503249f,0x2a0103e8d503249f,YES
0x144000,0,0xf80009cf2a1f03f0,0xf80009cf2a1f03f0,YES
0x144000,1,0xd503249f3607fda8,0xd503249f3607fda8,YES
0x144000,2,0x94000042aa1303e0,0x94000042aa1303e0,YES
0x144000,3,0x910b9c0051000463,0x91083c0051000463,NO
0x144000,4,0xd100a3aa39400283,0xd100a3aa39400283,YES
0x144000,5,0x540007417100251f,0x540007417100251f,YES
0x144000,6,0x71001d1fb951bd08,0x71001d1fb951bd08,YES
0x144000,7,0xd503249f14000044,0xd503249f14000044,YES
0x148000,0,0x52800c0ad503201f,0x52800c0ad503201f,YES
0x148000,1,0x521b0909d5384608,0x521b0909d5384608,YES
0x148000,2,0xd5033fdfd5182009,0xd5033fdfd5182009,YES
0x148000,3,0xd503249f17ffffce,0xd503249f17ffffce,YES
0x148000,4,0xfa0b015fda9f314a,0xfa0b015fda9f314a,YES
0x148000,5,0xd50343df52800c09,0xd50343df52800c09,YES
0x148000,6,0xd5384609d5184608,0xd5384609d5184608,YES
0x148000,7,0xd5033fdfd518202c,0xd5033fdfd518202c,YES
0x14c000,0,0xaa1303e42a1603e3,0xaa1303e42a1603e3,YES
0x14c000,1,0xf942f108d5384108,0xf942f108d5384108,YES
0x14c000,2,0x54000101eb09011f,0x54000101eb09011f,YES
0x14c000,3,0x9101c3ffa9447bfd,0x9101c3ffa9447bfd,YES
0x14c000,4,0xa90357f6910083fd,0xa90357f6910083fd,YES
0x14c000,5,0xf9403c0991020008,0xf9403c0991020008,YES
0x14c000,6,0xa9064ff4a90557f6,0xa9064ff4a90557f6,YES
0x14c000,7,0xeb09011ff85f83a9,0xeb09011ff85f83a9,YES
0x150000,0,0xf0011842b4000320,0xf0011842b4000320,YES
0x150000,1,0x6b09003f528fffe9,0x6b09003f528fffe9,YES
0x150000,2,0xd503201ff94292f6,0xd503201ff94292f6,YES
0x150000,3,0xa9425ff8a94357f6,0xa9425ff8a94357f6,YES
0x150000,4,0xd374cd218b080128,0xd374cd218b080128,YES
0x150000,5,0x120002621a9f17e3,0x120002621a9f17e3,YES
0x150000,6,0xb8bfc100f8bfc129,0xb8bfc100f8bfc129,YES
0x150000,7,0x3700040ac8dffd4a,0x3700040ac8dffd4a,YES
0x154000,0,0x528198009137e2b5,0x528198009137e2b5,YES
0x154000,1,0xf944fd089000d349,0xf9449d089000d349,NO
0x154000,2,0x14000051912e0000,0x14000051912aa000,NO
0x154000,3,0xd5384108f000c080,0xd5384108f000c080,YES
0x154000,4,0xf100215fd538d089,0xf100215fd538d089,YES
0x154000,5,0x9120016b91000129,0x9120016b91000129,YES
0x154000,6,0x5280002014000002,0x5280002014000002,YES
0x154000,7,0xaa1403e091126042,0xaa1403e0910f0042,NO
0x158000,0,0xaa1f03e1aa1603e0,0xaa1f03e1aa1603e0,YES
0x158000,1,0xa900ffffa901ffff,0xa900ffffa901ffff,YES
0x158000,2,0xaa1f03e1aa1503e0,0xaa1f03e1aa1503e0,YES
0x158000,3,0x1280000814000002,0x1280000814000002,YES
0x158000,4,0x940662d152800480,0x940662d152800480,YES
0x158000,5,0x910083fda9027bfd,0x910083fda9027bfd,YES
0x158000,6,0xd538410894060275,0xd538410894060275,YES
0x158000,7,0xd343fd0872b89d89,0xd343fd0872b89d89,YES
0x15c000,0,0x2a1f03f517fffff2,0x2a1f03f517fffff2,YES
0x15c000,1,0xf90002688b0902a9,0xf90002688b0902a9,YES
0x15c000,2,0x54000b00f27ef414,0x54000b00f27ef414,YES
0x15c000,3,0xb5000634f9405674,0xb5000634f9405674,YES
0x15c000,4,0x36000080941cd957,0x36000080941cd957,YES
0x15c000,5,0x3607fe20941cd905,0x3607fe20941cd905,YES
0x15c000,6,0xf940066a54000560,0xf940066a54000560,YES
0x15c000,7,0xf85e8013a9024ff4,0xf85e8013a9024ff4,YES
0x160000,0,0x92800068f9400429,0x92800068f9400429,YES
0x160000,1,0x2a1f03e1d346feda,0x2a1f03e1d346feda,YES
0x160000,2,0xb40006c0940b840a,0xb40006c0940b840a,YES
0x160000,3,0x52800061aa1803e0,0x52800061aa1803e0,YES
0x160000,4,0x34000328b8280008,0x34000328b8280008,YES
0x160000,5,0xa90357f6a9025ff8,0xa90357f6a9025ff8,YES
0x160000,6,0x17ffffeb17ffffec,0x17ffffeb17ffffec,YES
0x160000,7,0x52800029d00127e8,0x52800029d00127e8,YES
0x164000,0,0x6b1100bf1a8680a5,0x6b1100bf1a8680a5,YES
0x164000,1,0xd378df08d503249f,0xd378df08d503249f,YES
0x164000,2,0x97ffff422a1f03e3,0x97ffff422a1f03e3,YES
0x164000,3,0xd5384608f8bfc140,0xd5384608f8bfc140,YES
0x164000,4,0xa9414ff4f829311f,0xa9414ff4f829311f,YES
0x164000,5,0xaa0003f694049177,0xaa0003f694049177,YES
0x164000,6,0x14000013f829311f,0x14000013f829311f,YES
0x164000,7,0xf90013f5910043fd,0xf90013f5910043fd,YES
0x168000,0,0x52821f08940bafc6,0x52821f08940bafc6,YES
0x168000,1,0x913ca000d0012820,0x913ca000d0012820,YES
0x168000,2,0x5280050892403d0c,0x5280050892403d0c,YES
0x168000,3,0xb9401be8940a09c5,0xb9401be8940a09c5,YES
0x168000,4,0x5280068a9b0a5129,0x5280068a9b0a5129,YES
0x168000,5,0x79c0114a8b0a068a,0x79c0114a8b0a068a,YES
0x168000,6,0xf94001cff81fc14f,0xf94001cff81fc14f,YES
0x168000,7,0xd503229f5280050b,0xd503229f5280050b,YES
0x16c000,0,0x941e6cbdb90002c8,0x941e6cbdb90002c8,YES
0x16c000,1,0x12001e81d503249f,0x12001e81d503249f,YES
0x16c000,2,0x1a9f17e312001e80,0x1a9f17e312001e80,YES
0x16c000,3,0x17ffffe5128002a0,0x17ffffe5128002a0,YES
0x16c000,4,0xaa1f03e0b9400a68,0xaa1f03e0b9400a68,YES
0x16c000,5,0x5400006272ba8408,0x5400006272ba8408,YES
0x16c000,6,0x2a1703e352800202,0x2a1703e352800202,YES
0x16c000,7,0x11000508b9400a68,0x11000508b9400a68,YES
0x170000,0,0x9400003faa1303e4,0x9400003faa1303e4,YES
0x170000,1,0xd5033b9f54ffff61,0xd5033b9f54ffff61,YES
0x170000,2,0xa9435ff8a94457f6,0xa9435ff8a94457f6,YES
0x170000,3,0xd5033fdfd5033a9f,0xd5033fdfd5033a9f,YES
0x170000,4,0x2a1f03e1d37ae508,0x2a1f03e1d37ae508,YES
0x170000,5,0xb4000101c8dffd01,0xb4000101c8dffd01,YES
0x170000,6,0x9340dd0ad5033fdf,0x9340dd0ad5033fdf,YES
0x170000,7,0x8a190129d001286a,0x8a190129d001286a,YES
0x174000,0,0x91273000aa1603e1,0x9123d000aa1603e1,NO
0x174000,1,0x540009c2eb13211f,0x540009c2eb13211f,YES
0x174000,2,0x394422a8d503249f,0x394422a8d503249f,YES
0x174000,3,0xeb09011ff85f83a9,0xeb09011ff85f83a9,YES
0x174000,4,0xf9800271d503249f,0xf9800271d503249f,YES
0x174000,5,0x8b0b0108f100019f,0x8b0b0108f100019f,YES
0x174000,6,0x540001007100811f,0x540001007100811f,YES
0x174000,7,0x52b28009320402c8,0x52b28009320402c8,YES
0x178000,0,0xd503249fd65f03c0,0xd503249fd65f03c0,YES
0x178000,1,0x52800c09d503201f,0x52800c09d503201f,YES
0x178000,2,0x17ffffe837c7ff48,0x17ffffe837c7ff48,YES
0x178000,3,0xc8dffd2991002129,0xc8dffd2991002129,YES
0x178000,4,0xd538460817ffffea,0xd538460817ffffea,YES
0x178000,5,0xd518202bb340bd4b,0xd518202bb340bd4b,YES
0x178000,6,0xd5184608f8bfc129,0xd5184608f8bfc129,YES
0x178000,7,0xd51b4228d5033fdf,0xd51b4228d5033fdf,YES
0x17c000,0,0xb8bfc108b8bfc108,0xb8bfc108b8bfc108,YES
0x17c000,1,0xb4000158c8dffd18,0xb4000158c8dffd18,YES
0x17c000,2,0x1219018dd53b422c,0x1219018dd53b422c,YES
0x17c000,3,0x5280140dd503249f,0x5280140dd503249f,YES
0x17c000,4,0x91378108f0012628,0x91378108f0012628,YES
0x17c000,5,0x910042c854000080,0x910042c854000080,YES
0x17c000,6,0x17fffff39403d64a,0x17fffff39403d64a,YES
0x17c000,7,0x128002b49403d5ca,0x128002b49403d5ca,YES
0x180000,0,0xd50323bfa8c17bfd,0xd50323bfa8c17bfd,YES
0x180000,1,0x9107502190000002,0x9103f02190000002,NO
0x180000,2,0x1a8001137100001f,0x1a8001137100001f,YES
0x180000,3,0xd51b9c0ad5033fdf,0xd51b9c0ad5033fdf,YES
0x180000,4,0x51000509b9418668,0x51000509b9418668,YES
0x180000,5,0xd65f03c0d50323bf,0xd65f03c0d50323bf,YES
0x180000,6,0xb941394af9404c2a,0xb941394af9404c2a,YES
0x180000,7,0xf9400013540003a0,0xf9400013540003a0,YES
0x184000,0,0xd378dc093940f948,0xd378dc093940f948,YES
0x184000,1,0xea2a013fb2409bea,0xea2a013fb2409bea,YES
0x184000,2,0x17ffffe437c7fe68,0x17ffffe437c7fe68,YES
0x184000,3,0x1219014bd53b422a,0x1219014bd53b422a,YES
0x184000,4,0xd5182029d5033fdf,0xd5182029d5033fdf,YES
0x184000,5,0x3940f92ad5384109,0x3940f92ad5384109,YES
